coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
4085215,"R.R. Haynes,",,1968-01-01,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1dfdd-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:25cb1169-fa73-487f-8faa-eaa2641127d5,"2014-02-21 20:08:59"
4085220,"L.R. Heckard,",,1969-01-01,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1e18b-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:8c4c1b34-3488-46ac-bdc6-61433fa12ac2,"2014-02-21 20:08:59"
4085224,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1e333-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:dee78618-89f9-44f7-8f0d-1aeca35e6d0c,"2014-02-21 20:08:59"
4085225,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1e5ae-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:f89d6210-098f-43b7-8d8d-967b3126e51d,"2014-02-21 20:08:59"
4085227,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1e755-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:c345fa2a-0686-48f6-a7ef-ffe081dc5785,"2014-02-21 20:08:59"
4085229,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1e8ed-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:2c89836d-b843-4151-8301-3cf4298454c9,"2014-02-21 20:08:59"
4085232,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1ea84-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:ffc74708-6985-4746-9e5f-dd7fbddd94db,"2014-02-21 20:08:59"
4085234,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1ec15-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:5464d7b9-cbc9-46d5-a43a-50610638a177,"2014-02-21 20:08:59"
4085235,"R.R. Haynes,",,1968-01-01,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1edb6-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:4ce8b85d-bd09-491c-8999-bac27ed3f7be,"2014-02-21 20:08:59"
4085237,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1ef5e-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:9f7203f7-107d-4eb1-974d-c78981c968aa,"2014-02-21 20:08:59"
4085239,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1f0fb-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:4655d05c-7697-433b-b90a-b124b98b6318,"2014-02-21 20:08:59"
4085240,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1f28c-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:b5c086ac-691c-4878-b568-204eaba95381,"2014-02-21 20:08:59"
4085267,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1f41d-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:b138828e-682f-466c-aae5-bb5136839313,"2014-02-21 20:08:59"
4085268,"D.L. Bleakly,",,1992-01-01,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1f5b8-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:44058378-0883-48ce-ae5d-0b064f302fb0,"2014-02-21 20:08:59"
4085271,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1f763-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:71ad7f30-6ae5-4579-9b85-3ecc4a3d5ec3,"2014-02-21 20:08:59"
4085273,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bbe1f8f4-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:9223b3a9-cdb9-489b-801f-4859dbc2fdce,"2014-02-21 20:08:59"
4104707,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bc148e8d-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:b2b459e2-b610-4d28-8d92-b6cbe1b28725,"2014-02-21 20:08:59"
4110962,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bc1e03a2-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:6c3f93f1-d244-4e04-b1c3-ec61acec4b07,"2014-02-21 20:08:59"
4113606,"Y. Chauvin,",,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,bc260942-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:612ecb08-5504-4d33-960a-f7f5e68bd93f,"2014-02-21 20:08:59"
4119346,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,c048a773-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:b7ec6761-e508-4805-a725-d59c8edc9601,"2014-02-21 20:08:59"
4119346,unknown,,unknown,,"Conopholis mexicana",0,,Conopholis,mexicana,,,,c048a9c5-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:44453ce9-52c8-458c-ac24-7cd703657473,"2014-02-21 20:08:59"
4120935,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,c05e3688-14e0-11e3-8973-bc305bdb3ca6,urn:uuid:afd51ded-e20c-47b2-9452-58ed3b75941a,"2014-02-21 20:08:59"
4124110,unknown,,1991-01-01,,"Conopholis alpina var. mexicana",0,,Conopholis,mexicana,,,,f5ac75aa-5519-4736-b370-e53146036099,urn:uuid:a058a246-685b-4243-8203-65aecc468c33,"2014-02-21 20:08:59"
4124110,"Stevens, Donna",,2001-01-01,,"Conopholis alpina var. mexicana",1,,,,,,,6d5a41d1-a428-4018-ab10-8f66f751592f,urn:uuid:4a2efc1e-d774-4f27-af10-30c3cf264d26,"2014-02-21 20:08:59"
4143543,unknown,,unknown,,"Conopholis alpina var. mexicana",1,,,,,,,57f777ae-912b-4ca5-a12f-529a47252ee7,urn:uuid:6f6e4080-1261-480a-8dde-f378ee41ef61,"2014-02-21 20:08:59"
109196,"A.D. Zimmerman",,1994-06,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:57a1358a-3f05-4283-997b-7cbc63bf1113,"2016-09-07 17:14:00"
109196,"D.K. Walkup",,2009-12,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:7c6140d1-f682-4401-84b2-df7371c4a7da,"2016-09-07 17:14:00"
109197,"D.A. Zimmerman",,1960,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:451c0ebb-fdbb-4f96-bb27-595274cd71e1,"2016-09-07 17:09:21"
109197,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:0d22e036-cb04-4580-b39c-53f6257b5ba3,"2016-09-07 17:09:21"
109198,"D. Ordonez",,1972,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:b9244b6b-4e62-41cd-bcd8-c3d8764113f8,"2016-09-07 17:07:50"
109198,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:312504a9-74ec-4a3a-a12c-8dd50665e04b,"2016-09-07 17:07:50"
109199,"P.L. Packard",,1976,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:e4eed8dd-28f6-4179-8ef7-5c65d6a7b4ef,"2016-09-07 17:05:52"
109199,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:693a449c-6d5d-4a56-b2d2-7ecbd5ba1a07,"2016-09-07 17:05:52"
109200,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:06cbe542-1f5b-4b6c-af94-4b8692d7ded3,"2016-09-08 18:01:31"
109200,"D.A. Zimmerman",,unknown,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:ed2d7588-c9af-4f82-8bc7-c0b85dcee545,"2016-09-08 18:01:31"
109201,"T. Woodworth",,1971,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:64e08db9-3706-48fd-81a1-42312efc7ee3,"2016-09-08 17:59:27"
109201,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:f60e3ab7-3c3b-4895-8caa-5846591e6486,"2016-09-08 17:59:27"
109202,"K. Jacobs",,1971,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:52e3fec9-ce31-4b34-8f11-a2d12cdb3c25,"2016-09-08 17:57:24"
109202,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:3a3ecaac-3133-4608-bfd0-f88e9ca3e369,"2016-09-08 17:57:24"
109203,"S. Wilmeth",,1971,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:9dcf0e6e-315c-4cab-a0cd-a75fd434a498,"2016-09-08 17:55:42"
109203,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:022ee6ff-9e12-433f-93da-25bab854a2d5,"2016-09-08 17:55:42"
109204,"J.A. Cook",,1976,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:d287e570-ad33-4e25-be53-7b86f3c4410c,"2016-09-08 17:50:11"
109204,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:36366617-bf29-4b4d-926c-c932690551f7,"2016-09-08 17:50:11"
109205,"P.L. Packard",,1976,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:4d2b2261-4ac9-49ba-986a-a9df6d32435b,"2016-09-08 17:52:39"
109205,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:13e1b705-4a4a-4187-8747-87ad5e2dd19e,"2016-09-08 17:52:39"
7909465,"D.A. Zimmerman",,1962,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:af1b7a96-3d84-43a8-a577-4f4a6dee2fc9,"2016-09-07 17:22:15"
7909465,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:b03e33a1-f95c-4480-9e9b-00614cca1d55,"2016-09-07 17:22:15"
7909466,"D.A. Zimmerman",,1967,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:3791fb38-866e-4980-8703-291af6a3222f,"2016-09-07 17:20:35"
7909466,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:d4e6fff9-2ed4-4128-abc5-b44ad5de0b43,"2016-09-07 17:20:35"
7909467,"H.L. Himes",,1972,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:d9d48c0d-12f2-4576-aa2b-3b3225b32491,"2016-09-07 17:18:54"
7909467,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:99621430-adae-43d4-ac2f-94ce0c3bc124,"2016-09-07 17:18:54"
7909468,"J.M. Stillings",,1966,,"Conopholis mexicana",0,"Gray ex S. Wats.",,,,,,,urn:uuid:f44e5f5c-2709-4f5e-8158-419db0b3ee11,"2016-09-07 17:17:15"
7909468,"D. Stevens",,2002-04,,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:7ed61c81-4096-441c-8861-8269dd8308b1,"2016-09-07 17:17:15"
1288226,,,,,"Conopholis americana",0,"(L.) Wallr. f.",,,,,,,urn:uuid:cedc1a04-089e-4f69-a464-74f23375319a,"2014-10-03 09:18:38"
1290891,,,1939-00-00,,"Conopholis alpina var. mexicana",0,"(A. Gray ex S. Watson) Haynes",,,,,,,urn:uuid:6a488046-d510-46fa-a351-8d7ee67f8d81,"2014-10-03 09:18:38"
1404229,,,,,"Conopholis alpina var. mexicana",0,"(A. Gray ex S. Watson) Haynes",,,,,,,urn:uuid:ee2eacb2-d4c7-4fd3-a266-0e7bb57ae1ba,"2014-10-03 09:18:38"
1420658,,,1970-00-00,,"Conopholis alpina var. mexicana",0,"(A. Gray ex S. Watson) Haynes",,,,,,,urn:uuid:369529e1-6da5-45a2-9d76-6eb67a7b527b,"2014-10-03 09:18:38"
4728230,,,2008-12-06,,"Conopholis alpina var. mexicana",0,"(A. Gray ex S. Watson) Haynes",,,,,,,urn:uuid:aeb5ef7e-e96c-4f94-afe5-f35d55571ba0,"2014-10-03 09:18:38"
17669968,,,1993-00-00,,"Conopholis alpina var. mexicana",0,"(A. Gray ex S. Watson) Haynes",,,,,,,urn:uuid:50de06ee-7708-4860-b083-89ec4cb8dcbc,"2018-02-26 13:55:16"
17670167,,,1993-00-00,,"Conopholis alpina var. mexicana",0,"(A. Gray ex S. Watson) Haynes",,,,,,,urn:uuid:8442aa08-a8b7-416c-9a0d-f54c80c342d4,"2018-02-26 13:55:16"
1924988,"Nomenclatural Adjustment",,"March 31, 2017",,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,"Synonymy - Integrated Taxonomic Information System (ITIS)",,urn:uuid:86498c6c-42cb-413b-9289-4a3acd9f8282,"2017-03-31 13:42:00"
1924988,unknown,,unknown,,"Conopholis alpina subsp. mexicana",0,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:77243d42-b7cf-476a-aac2-7cbc67ad33a9,"2017-03-31 13:42:00"
1938954,"Nomenclatural Adjustment",,"March 31, 2017",,"Conopholis alpina var. mexicana",1,"(A. Gray ex S. Wats.) Haynes",,,,,"Synonymy - Integrated Taxonomic Information System (ITIS)",,urn:uuid:4169b8be-1340-4311-8c89-704d293f8fed,"2017-03-31 13:42:00"
1938954,"Daurelle, David",,unknown,,"Conopholis alpina subsp. mexicana",0,"(A. Gray ex S. Wats.) Haynes",,,,,,,urn:uuid:8b9afdc1-9782-4dc3-b96b-803bdd45861f,"2017-03-31 13:42:00"
2027755,"V. Roth",,6/18/1981,,"Conopholis alpina var. mexicana",0,,,,,,,,urn:uuid:80c352c1-1ee7-47de-b9a3-26bd8f671fc1,"2012-03-08 14:42:00"
2027756,"J. Barnes and J.A. McCleary",,5/4/1957,,"Conopholis alpina var. mexicana",0,,,,,,,,urn:uuid:9b907c68-2ae3-411c-bb7f-57856228dec9,"2012-03-08 14:42:00"
9279587,"Ravenel, H.",,s.d.,,"Orobanche americana",0,L.,,,,,,,urn:uuid:01613625-a930-4195-9e90-4a618a492aa9,"2020-05-08 12:40:41"
9279778,"Tatnall, Edward",,s.d.,,"Orobanche americana",0,L.,,,,,,,urn:uuid:6148abbb-cefc-4026-a376-b434411be30c,"2020-05-08 12:40:41"
9328023,"Dowdeswell, R.",,04/10/1966,,"Conopholis americana",0,"(L.) Wallr. f.",,,,,,,urn:uuid:82aeea14-63ff-45e2-8269-df9b7af45463,"2020-05-08 12:40:41"
20794637,"Whetstone, Raymond David",,1975-05-22,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:803389a0-e86b-4e82-8927-d0d71c6ad72e,"2018-11-05 12:37:13"
20794637,"Whetstone, Raymond David",,1977-00-00,,"Conopholis americana",1,"(L.) Wallr.",,,,,"Examined for ""FLORA & VEGETATION OF THE CUMBERLAND PLATEAU OF ALABAMA""","[verbatim annotation = ] !",urn:uuid:13a9c519-8c22-42fd-9273-5fdd0e7e6e9c,"2018-11-05 12:37:13"
20794639,"Whetstone, Raymond David",,1975-08-05,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:71fd52ac-8e08-400f-8fb2-e3757692825c,"2018-11-05 12:40:10"
20794639,"Whetstone, Raymond David",,1977-00-00,,"Conopholis americana",1,"(L.) Wallr.",,,,,"Examined for ""FLORA & VEGETATION OF THE CUMBERLAND PLATEAU OF ALABAMA""","[verbatim annotation = ] !",urn:uuid:7730bf88-1805-4b0e-a74a-0f08327b0607,"2018-11-05 12:40:10"
20794645,"Whetstone, Raymond David",,1975-05-28,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:20654570-ee81-45fa-9705-befa2ce3b199,"2018-11-05 12:47:06"
20794645,"Whetstone, Raymond David",,1977-00-00,,"Conopholis americana",1,"(L.) Wallr.",,,,,"Examined for ""FLORA & VEGETATION OF THE CUMBERLAND PLATEAU OF ALABAMA""","[verbatim annotation = ] !",urn:uuid:d79c8c52-210e-4c89-9237-e466f139eeb1,"2018-11-05 12:47:06"
20794998,"Freer, Ruskin S.",,1971-05-17,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:0b1b4f42-3fd2-4dce-a0be-f0c2450d3b92,"2018-11-05 15:44:55"
20794998,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:eebaaa40-0ae0-4ddf-8057-764af1ffdc9f,"2018-11-05 15:44:55"
20794999,"Ramsey, Gwynn W.",,1967-06-20,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:a5563107-402a-4717-9fce-3f6dd077bda1,"2018-11-05 15:46:34"
20794999,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:dc6a97ce-46ab-47ec-9aa0-a7dcf81da1d2,"2018-11-05 15:46:34"
20795001,"Johnson, Miles F.",,1972-06-05,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:eb7c27d7-1a71-4686-8946-d01e7e825ddd,"2018-11-05 15:49:34"
20795001,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:b458905e-d682-4957-90e1-351682a99900,"2018-11-05 15:49:34"
20795002,"Ramsey, Gwynn W.",,1966-07-18,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:0f9304fa-e1eb-4162-bd0c-8fed3c95bec8,"2018-11-05 15:50:45"
20795002,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:15ca13c1-b3bc-4532-9059-b97fbf435380,"2018-11-05 15:50:45"
20795006,"Harvill, Alton M.",,1968-05-19,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:024446ab-5204-40f3-9a19-a7eea3c5d8e4,"2018-11-05 15:52:53"
20795006,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:e1aa1de6-9c1f-42f4-9f1c-26a6b2ec2dfb,"2018-11-05 15:52:53"
20795009,"Ruska, W. F.",,1966-07-03,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:8bf777cd-3739-47c8-b3d2-44871c271867,"2018-11-05 15:56:49"
20795009,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:374be3ab-a39b-4957-bd8a-861517d6a8c8,"2018-11-05 15:56:49"
20795011,"Harvill, Alton M.",,1968-06-03,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:a972bbfd-0697-4760-8261-e248d1a7b1ea,"2018-11-05 16:05:29"
20795011,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:d4783ff8-33b1-4411-aca1-b8daa63d243a,"2018-11-05 16:05:29"
20795014,"Musselman, Lytton J.",,1969-06-26,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:a92c1e5e-cbf5-4cd9-8392-edda5d414543,"2018-11-05 16:07:01"
20795014,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:1fe8244c-7b71-44df-bb9d-024c0e55ebbb,"2018-11-05 16:07:01"
20795016,"Chappell, Dorothy F.",,1973-06-30,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:5681e5da-f00c-4184-b661-b0c540d254f5,"2018-11-05 16:08:19"
20795016,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:38344776-f0e9-462c-90c6-d9140d193e00,"2018-11-05 16:08:19"
20795042,"Downs, Robert M.",,1969-04-30,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:260e3691-574b-409d-be17-4cad38410458,"2018-11-05 16:10:22"
20795042,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:e097ac63-1e18-4dcd-8b0a-791cdd747d04,"2018-11-05 16:10:22"
20795045,"Freer, Ruskin S.",,1966-05-18,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:43b1ed5f-9fe7-40b9-afd4-38fdb7e20bd3,"2018-11-05 16:12:24"
20795045,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:60cb4679-1750-4017-8220-655ecb9fdf27,"2018-11-05 16:12:24"
20795047,"Miller, M. H.",,1968-05-18,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:dedf3f3d-ba42-45ea-92bf-f6130e524554,"2018-11-05 16:14:10"
20795047,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:347942fb-724c-4f50-8383-62b0f76a4878,"2018-11-05 16:14:10"
20795054,"Corcoran, Celeste M.",,1976-06-02,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:b41c76ac-b64b-47df-a77e-cdb4c148ec2c,"2018-11-05 16:18:04"
20795054,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:b0194a54-d1f0-41a2-b061-25469184f3c3,"2018-11-05 16:18:04"
20796492,"Harvill, Alton M.",,1968-06-02,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:60af4a54-8041-4b02-8c98-9979b7ce0cdb,"2018-11-05 16:19:24"
20796492,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:ceca3b9b-a891-4565-a0a3-63cc579fe3b0,"2018-11-05 16:19:24"
20796660,"Harvill, Alton M.",,1968-05-11,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:3a32e514-7dc2-4c51-aafb-1a39082cf5f2,"2018-11-05 16:21:04"
20796660,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:ac833fa8-e9ba-41aa-be8d-6ed383b773b2,"2018-11-05 16:21:04"
20796661,"Harvill, Alton M.",,1967-05-03,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:dcc250c6-53dc-41b3-b859-e2b5821e46c5,"2018-11-05 16:22:17"
20796661,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:e503910c-065e-4f19-99ec-2e429040213c,"2018-11-05 16:22:17"
20796663,"Harvill, Alton M.",,1967-06-16,,"Conopholis americana",0,"(L.) Wallr.",,,,,,,urn:uuid:dfbdef63-05c0-45e7-ae68-66c40336d5e5,"2018-11-05 16:23:15"
20796663,"Musselman, Lytton J.",,1981-07-16,,"Conopholis americana",1,"(L.) Wallr.",,,,,,,urn:uuid:05fde903-38ad-4bf1-bf17-91516f94cb24,"2018-11-05 16:23:15"
16624683,"assumed R. E. Stewart",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015","PRR filed-as-named",urn:uuid:85ca5236-83a3-4e2d-a8ec-9bd7b987a0ba,"2019-08-22 02:27:27"
16624684,"assumed F. C. Schmid",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015","PRR filed-as-named",urn:uuid:7a1b8f9d-a6f2-45af-b8e3-2f33846cd81d,"2019-08-22 02:29:02"
16624685,"Matt Perry",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015","PRR filed-as-named",urn:uuid:5fe58f5e-9268-4d94-ac98-4dd8e858815c,"2019-09-03 19:52:51"
16624686,"Bill Harms",,s.d.,,"Conopholis americana",1,Wallr.,,,,,"Weakley 2015",,urn:uuid:dfc9d24a-bb54-47cd-b24d-b1479e98c655,"2019-09-13 06:22:27"
23084887,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:4f8c0dcb-c475-4260-bd36-a698b421c26d,"2020-02-13 15:52:16"
23084886,(LAF),,1968,,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:36c909c4-43cb-4658-85d5-8eb0c132c178,"2020-02-13 15:52:16"
23084886,(LAF),,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:44ad13da-6f2b-4da2-82ec-7494c441583d,"2019-10-25 02:18:20"
23085041,"fide J.R.C. [J. R. Churchill]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:98c51b50-f80b-497d-a1dd-3e457fb26dc2,"2019-10-25 02:18:20"
23085041,"[annotation on sheet]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:f7bbf63d-363d-41d3-a61f-9d269554902d,"2019-10-25 02:18:20"
23085042,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:94e53b46-20e0-45d0-bcb9-c8b932bd4fd8,"2020-02-13 15:52:16"
23085042,"[annotation on sheet]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:9c79296d-3c03-45bc-9400-77c44f4f3a6c,"2019-10-25 02:18:20"
23085043,"not specified",,1940-06,,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:06638e75-dfd1-4018-b4fa-4790b487013c,"2020-02-13 15:52:16"
23085043,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:a8473a9c-8692-4791-beff-3fdf847aa21e,"2019-10-25 02:18:20"
23085047,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:98fac4e6-09bf-49a2-af56-19432bdd9d6e,"2020-02-13 15:52:16"
23085048,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:ed490518-e986-420c-bde6-450a6ec87bc4,"2020-02-13 15:52:16"
23085048,"[annotation on sheet]",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:cd656667-98d2-4e3a-ad8a-2ff62c304fca,"2019-10-25 02:18:20"
23202497,"not specified",,"not specified",,"Conopholis americana (Linnaeus) Wallroth",0,"(Linnaeus) Wallroth",,,,,,,urn:uuid:97faa4bc-aee8-44b0-a987-e2aa971c35a6,"2020-02-13 15:52:16"
